tweet_text,actual_sentiment,predicted_sentiment
united club den east west disgusting,0,0
usairways respect stress merger one rep reschedulereplane ppl already late flight youcandobetter,0,0
southwestair flight cancelled flightled due weather next,0,0
united u would able rebook get home sooner hr delayed flight linesforever customerservice fail,0,0
usairways dealing w americanair solve probs team created manch nh staff clearly cteam btw notevenjv,0,0
americanair dinner called hon service would expect st class disappointed,1,0
usairways landed phoenix board flight quickly vega time airport,1,1
jetblue totally would outside view even camera ready haha evenmorespace evenmoreview,2,0
virginamerica issue finding missing item plane help find airport plane headed next,1,0
united apparently sleeping b terminal wasnt worst situation someone told ua passenger sleep baggage claim,0,0
southwestair left computer plane two week late flightr found sent greatservice happy customer,2,0
americanair better right thing take care cowboycerrone el youre losing business,0,0
southwestair destinationdragons imaginedragons scavenger hunt vega ready,1,1
americanair best message saying use website website saying need call dont answer hardtodo,0,0
americanair love cant get agent phone automated system hang,0,0
usairways americanair wont even refund flight cancelled flightled horriblecustomerservice,0,0
southwestair scheduled morning day fact yesnot sure evening flight one cancelled flightled,0,0
southwestair flight fll atl wife traveling infant line check baggage people long due computer system crash,0,0
southwestair presceo gary kelly therofo addressing bwi based employee cbsbaltimore,1,0
united yea booked next avalible flight since sat time come plane nd day work missed hotelliving,0,0
jetblue heading jfk principle alone deal w lost amp damaged bag jetblue jetbluesucks jfk badservice fail,0,0
virginamerica add pillow instead lieflat seat first class arm race skift,1,1
usairways far delayed go look like tailwind going make good news,0,0
usairways great job today ruining people vacation thanks incompetent pilot staff missed flight,0,2
usairways another dead end handle aa lampf gave failed already vm full lost,0,0
united need assistance pulling agent head ass,0,0
usairways open credit card earn mile wont credit mile account restore forfeited mile,0,0
usairways thought moving lot business first impression count glad mile cash,0,0
united happy flyer ua flight sfo cleveland sunday stay tuned blog article,0,0
americanair superyan hear last call boarding flight jfk hour ago good luck wflights,1,0
united well degree could know experience im cancelled flighting mile card thank god delta,0,0
southwestair heard rumor flight cancelled flightled true,1,0
usairways minute moved two foot bze,0,0
united traveling guest mileage plus member using member mile great customer service,2,0
united need get ric tonight ive ewr hr,0,0
usairways week,1,0
united site errored last step changing award cant even pull reservation minute wait time thanks united,0,0
usairways thanks beareavement discount anymore book online,1,1
united dang thought teleportation device ua,0,1
jetblue inconvenience understatement like torture clearly going wrong path jetblue,0,0
united yea refund airline ruined trip,0,0
usairways certainly impression shes,1,0
southwestair way amp best friend could get ticket destinationdragons mean everything world u,1,1
united ntrustopen go golfunited,1,0
americanair look like best hope guess u air dont think ill get mile alaska suck,0,0
southwestair want go new orleans houston see dad md anderson help,1,1
usairways thanks giving away seat another fine job,2,2
jetblue airline trouble winter amp getting good customer service contact negotiate resolution,1,0
jetblue thanks,2,2
southwestair let one person board early bird save seat entire party notcool flight,0,0
united get service desk iad,1,0
jetblue dont need cut service charge give better flying experience thats use jet blue first place,2,0
jetblue trying take stuff seat front bugging throughout flight didnt feel safe,0,0
southwestair many ticket left,1,1
virginamerica doesnt look fat look yummy,2,1
americanair sister received call trip wednesday flts cancelled flightled resched next day,0,0
americanair flight cancelled flightled cant get desk nothing showing online reservation,0,0
usairways ad phone system waiting rep annoying thing ever especially waiting min,0,0
virginamerica understanding helped thx comp,2,2
jetblue third straight time flight delayed flying guy last trip,0,0
usairways still say cant check flight information incorrect everything entered correctly,0,0
jetblue ok thank quick response jetblue still best comp,2,2
americanair hold time disconnection excuse,0,0
southwestair problem wasnt issued position today gate option upgrade good youre,0,0
americanair simply amazing smile milesthank u upgrade tomorrow ordwe spending lot time together next week,2,0
usairways united two broken airplane two day late flightr im stranded funeral missing last semester college,0,0
usairways hope pilot good day,1,0
united nope rebook houston could get amarillo pm stuck sfo four hour,0,0
united thanks took care called,2,2
usairways im flight finally air enough food feed customer movie entertainment hr flight,0,0
united first lost bag cancelled flight flight home min wait talk somebody poorservice notgoodenough,0,0
usairways thank blowing vacation couldnt get anywhere today make reservation also lost bag mine,0,0
americanair quit nonsense amp lie colossal infringement longer get away,0,0
americanair chance making connection el paso aa dfw sat aa delayed minute,0,0
americanair going reported police due sexual assult sad didnt care,0,0
united minute waiting gate broken jetway different gate maybe,0,0
americanair confirmed flight im done thanks nothing,0,0
usairways took hour book flight yesterday due system error americanair paid extra due time lapse,0,0
americanair crew best could control get one chance honeymoon amp failed miserably,0,0
united id rather spend two day back seat volkswagen two hour plane disgruntled whatacluster,0,0
jetblue spent hour phone customer service find cant help need help family pooling asap,0,0
united excuse leaving minor spend night sobbing hour plastic chair uas action terrible united,0,0
virginamerica spoke representative offered solution loyal customer fly virginatlantic well,0,0
